"x","cf"
 1.109832168E+00, 1.810700400E-03
 1.112881541E+00, 1.835469389E-03
 1.115919352E+00, 1.859904849E-03
 1.118945718E+00, 1.884184661E-03
 1.121960521E+00, 1.907963189E-03
 1.124963522E+00, 1.931377570E-03
 1.127954960E+00, 1.954521053E-03
 1.130934477E+00, 1.977077685E-03
 1.133902311E+00, 1.999142114E-03
 1.136858106E+00, 2.020803047E-03
 1.139802098E+00, 2.041909844E-03
 1.142734051E+00, 2.062423155E-03
 1.145654082E+00, 2.082376508E-03
 1.148561954E+00, 2.101749880E-03
 1.151457787E+00, 2.120526973E-03
 1.154341459E+00, 2.138714772E-03
 1.157212973E+00, 2.156293020E-03
 1.160072327E+00, 2.173232846E-03
 1.162919402E+00, 2.189522143E-03
 1.165754199E+00, 2.205204451E-03
 1.168576717E+00, 2.220343333E-03
 1.171386957E+00, 2.234897809E-03
 1.174184799E+00, 2.248801524E-03
 1.176970243E+00, 2.262073569E-03
 1.179743290E+00, 2.274738625E-03
 1.182503939E+00, 2.286803443E-03
 1.185252070E+00, 2.298280364E-03
 1.187987685E+00, 2.309191274E-03
 1.190710902E+00, 2.319563879E-03
 1.193421602E+00, 2.329425653E-03
 1.196119666E+00, 2.338792197E-03
 1.198805213E+00, 2.347680042E-03
 1.201478243E+00, 2.356157172E-03
 1.204138756E+00, 2.364327665E-03
 1.206786513E+00, 2.372239251E-03
 1.209421754E+00, 2.379884943E-03
 1.212044358E+00, 2.387261018E-03
 1.214654326E+00, 2.394375158E-03
 1.217251658E+00, 2.401239704E-03
 1.219836354E+00, 2.407867229E-03
 1.222408414E+00, 2.414269838E-03
 1.224967718E+00, 2.420458477E-03
 1.227514505E+00, 2.426442690E-03
 1.230048537E+00, 2.432232257E-03
 1.232569814E+00, 2.437835559E-03
 1.235078573E+00, 2.443260979E-03
 1.237574458E+00, 2.448516199E-03
 1.240057826E+00, 2.453608206E-03
 1.242528439E+00, 2.458544215E-03
 1.244986415E+00, 2.463330515E-03
 1.247431755E+00, 2.467973158E-03
 1.249864459E+00, 2.472477965E-03
 1.252284408E+00, 2.476850292E-03
 1.254691720E+00, 2.481095493E-03
 1.257086396E+00, 2.485218225E-03
 1.259468317E+00, 2.489223145E-03
 1.261837721E+00, 2.493114909E-03
 1.264194489E+00, 2.496897709E-03
 1.266538620E+00, 2.500575501E-03
 1.268870234E+00, 2.504152013E-03
 1.271189094E+00, 2.507630736E-03
 1.273495436E+00, 2.511015628E-03
 1.275789261E+00, 2.514309715E-03
 1.278070450E+00, 2.517516259E-03
 1.280339241E+00, 2.520638285E-03
 1.282595396E+00, 2.523678588E-03
 1.284839034E+00, 2.526640194E-03
 1.287070274E+00, 2.529525431E-03
 1.289288998E+00, 2.532337094E-03
 1.291495204E+00, 2.535077510E-03
 1.293689013E+00, 2.537749242E-03
 1.295870543E+00, 2.540354384E-03
 1.298039556E+00, 2.542895032E-03
 1.300196171E+00, 2.545373281E-03
 1.302340508E+00, 2.547791228E-03
 1.304472566E+00, 2.550150966E-03
 1.306592226E+00, 2.552453894E-03
 1.308699608E+00, 2.554702107E-03
 1.310794830E+00, 2.556897234E-03
 1.312877774E+00, 2.559041139E-03
 1.314948559E+00, 2.561134985E-03
 1.317007184E+00, 2.563180635E-03
 1.319053650E+00, 2.565179486E-03
 1.321087956E+00, 2.567132702E-03
 1.323110223E+00, 2.569042146E-03
 1.325120449E+00, 2.570908982E-03
 1.327118635E+00, 2.572734142E-03
 1.329104900E+00, 2.574519254E-03
 1.331079125E+00, 2.576265484E-03
 1.333041430E+00, 2.577973763E-03
 1.334991932E+00, 2.579645254E-03
 1.336930394E+00, 2.581281355E-03
 1.338857174E+00, 2.582882764E-03
 1.340772152E+00, 2.584450645E-03
 1.342675328E+00, 2.585985698E-03
 1.344566703E+00, 2.587489318E-03
 1.346446514E+00, 2.588962205E-03
 1.348314643E+00, 2.590405289E-03
 1.350171089E+00, 2.591819502E-03
 1.352015972E+00, 2.593205543E-03
 1.353849292E+00, 2.594564110E-03
 1.355671167E+00, 2.595896367E-03
 1.357481599E+00, 2.597202780E-03
 1.359280586E+00, 2.598484047E-03
 1.361068130E+00, 2.599741332E-03
 1.362844348E+00, 2.600974869E-03
 1.364609241E+00, 2.602185355E-03
 1.366362810E+00, 2.603373723E-03
 1.368105292E+00, 2.604540437E-03
 1.369836450E+00, 2.605686197E-03
 1.371556520E+00, 2.606811700E-03
 1.373265505E+00, 2.607917180E-03
 1.374963284E+00, 2.609003801E-03
 1.376650214E+00, 2.610071562E-03
 1.378326058E+00, 2.611121396E-03
 1.379991055E+00, 2.612153534E-03
 1.381645083E+00, 2.613168675E-03
 1.383288264E+00, 2.614167286E-03
